SpeciesID,Type,IsVertibrate,IsMammal,DNAtype,Ncodons,SpeciesName,Domain,Kingdom,Phylum,Class,Order,Family,Genus,RawGenomeKmeans,NMFGenomeKmeans,RawGenomeSpec
41734,plant,0,0,0,1051,Emericella nidulans var. lata,,fungi,ascomycota,eurotiomycetes,eurotiales,trichocomaceae,emericella,3,3,0
2903,plant,0,0,0,3531,Emiliania huxleyi,eukaryota,chromista,haptophyta,prymnesiophyceae,isochrysidales,noelaerhabdaceae,emiliania,1,1,0
79468,invertebrate,0,0,0,1061,Enallagma cyathigerum,eukaryota,animalia,arthropoda,insecta,odonata,coenagrionidae,enallagma,2,5,1
32400,invertebrate,0,0,0,1815,Encarsia formosa,eukaryota,animalia,arthropoda,insecta,hymenoptera,aphelinidae,encarsia,0,0,1
6035,invertebrate,0,0,0,7378,Encephalitozoon cuniculi,eukaryota,fungi,microsporidia,microsporea,glugeida,encephalitozoonidae,encephalitozoon,3,2,0
284813,invertebrate,0,0,0,718636,Encephalitozoon cuniculi GB-M1,eukaryota,fungi,microsporidia,microsporea,glugeida,encephalitozoonidae,encephalitozoon,3,2,1
27973,invertebrate,0,0,0,2963,Encephalitozoon hellem,eukaryota,protozoa,microsporidia,microsporea,glugeida,encephalitozoonidae,encephalitozoon,2,2,1
58839,invertebrate,0,0,0,4032,Encephalitozoon intestinalis,eukaryota,protozoa,microsporidia,microsporea,glugeida,encephalitozoonidae,encephalitozoon,2,5,1
34589,invertebrate,0,0,0,1002,Enchytraeus buchholzi,eukaryota,animalia,annelida,clitellata,enchytraeida,enchytraeidae,enchytraeus,3,3,0
228735,invertebrate,0,0,0,5418,Enchytraeus japonensis,eukaryota,animalia,annelida,clitellata,enchytraeida,enchytraeidae,enchytraeus,3,2,0
394104,bacteria,0,0,0,5382,Endoriftia persephone 'Hot96_1+Hot96_2',,bacteria,proteobacteria,gammaproteobacteria,chromatiales,sedimenticolaceae,endoriftia,1,1,0
42892,vertebrate,1,0,0,2614,Engraulis japonicus,eukaryota,animalia,chordata,actinopterygii,clupeiformes,engraulidae,engraulis,3,4,0
37998,plant,0,0,0,1452,Engyodontium album,eukaryota,fungi,ascomycota,sordariomycetes,hypocreales,cordycipitaceae,engyodontium,3,2,0
34882,mammal,1,1,0,1251,Enhydra lutris,eukaryota,animalia,chordata,mammalia,carnivora,mustelidae,enhydra,3,3,0
106592,bacteria,0,0,0,1833,Ensifer adhaerens,bacteria,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,rhizobiaceae,ensifer,1,1,0
46681,invertebrate,0,0,0,5911,Entamoeba dispar,eukaryota,protozoa,amoebozoa,lobosa,mastigamoebida,entamoebidae,entamoeba,0,5,1
5759,invertebrate,0,0,0,148247,Entamoeba histolytica,eukaryota,protozoa,amoebozoa,lobosa,mastigamoebida,entamoebidae,entamoeba,0,0,1
33085,invertebrate,0,0,0,7211,Entamoeba invadens,eukaryota,protozoa,amoebozoa,lobosa,amoebida,entamoebidae,entamoeba,2,0,1
41668,invertebrate,0,0,0,1934,Entamoeba moshkovskii,eukaryota,protozoa,amoebozoa,lobosa,amoebida,entamoebidae,entamoeba,0,0,1
548,bacteria,0,0,0,26289,Enterobacter aerogenes,,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,enterobacter,3,1,0
61646,bacteria,0,0,0,1430,Enterobacter amnigenus,,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,enterobacter,3,1,0
61645,bacteria,0,0,0,2427,Enterobacter asburiae,bacteria,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,enterobacter,3,1,0
550,bacteria,0,0,0,89263,Enterobacter cloacae,bacteria,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,enterobacter,3,1,0
61647,bacteria,0,0,0,1080,Enterobacter gergoviae,,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,enterobacter,3,1,0
28141,bacteria,0,0,0,44109,Enterobacter sakazakii,,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,cronobacter,1,1,0
399742,bacteria,0,0,0,1363205,Enterobacter sp. 638,bacteria,bacteria,proteobacteria,gammaproteobacteria,enterobacterales,enterobacteriaceae,enterobacter,3,1,0
259839,bacteria,0,0,0,1513,Enterobacter sp. BL-2,bacteria,bacteria,proteobacteria,gammaproteobacteria,enterobacterales,enterobacteriaceae,enterobacter,3,1,0
357216,bacteria,0,0,0,1181,Enterobacter sp. Ni15,bacteria,bacteria,proteobacteria,gammaproteobacteria,enterobacterales,enterobacteriaceae,enterobacter,0,5,1
338904,bacteria,0,0,0,2099,Enterobacteriaceae bacterium DC260,bacteria,,pseudomonadota,gammaproteobacteria,enterobacterales,enterobacteriaceae,enterobacter,1,1,0
338905,bacteria,0,0,0,2030,Enterobacteriaceae bacterium DC404,bacteria,,pseudomonadota,gammaproteobacteria,enterobacterales,enterobacteriaceae,enterobacter,1,6,0
338907,bacteria,0,0,0,2448,Enterobacteriaceae bacterium DC413,bacteria,,pseudomonadota,gammaproteobacteria,enterobacterales,enterobacteriaceae,enterobacter,1,6,0
338906,bacteria,0,0,0,2100,Enterobacteriaceae bacterium DC416,bacteria,,pseudomonadota,gammaproteobacteria,enterobacterales,enterobacteriaceae,enterobacter,1,1,0
33945,bacteria,0,0,0,1484,Enterococcus avium,bacteria,bacteria,firmicutes,bacilli,lactobacillales,enterococcaceae,enterococcus,2,4,1
37734,bacteria,0,0,0,4616,Enterococcus casseliflavus,bacteria,bacteria,firmicutes,bacilli,lactobacillales,enterococcaceae,enterococcus,2,5,1
1351,bacteria,0,0,0,235652,Enterococcus faecalis,bacteria,bacteria,firmicutes,bacilli,lactobacillales,enterococcaceae,enterococcus,0,5,1
44244,bacteria,0,0,0,1206,Enterococcus faecalis subsp. liquefaciens,bacteria,bacteria,firmicutes,bacilli,lactobacillales,enterococcaceae,enterococcus,0,5,1
226185,bacteria,0,0,0,963629,Enterococcus faecalis V583,bacteria,bacteria,firmicutes,bacilli,lactobacillales,enterococcaceae,enterococcus,0,0,1
1352,bacteria,0,0,0,157158,Enterococcus faecium,bacteria,bacteria,firmicutes,bacilli,lactobacillales,enterococcaceae,enterococcus,0,0,1
333849,bacteria,0,0,0,1626,Enterococcus faecium DO,bacteria,bacteria,firmicutes,bacilli,lactobacillales,enterococcaceae,enterococcus,0,0,1
1353,bacteria,0,0,0,8102,Enterococcus gallinarum,bacteria,bacteria,firmicutes,bacilli,lactobacillales,enterococcaceae,enterococcus,2,0,1
1354,bacteria,0,0,0,13794,Enterococcus hirae,bacteria,bacteria,firmicutes,bacilli,lactobacillales,enterococcaceae,enterococcus,0,0,1
53346,bacteria,0,0,0,4161,Enterococcus mundtii,bacteria,bacteria,firmicutes,bacilli,lactobacillales,enterococcaceae,enterococcus,0,5,1
71452,bacteria,0,0,0,3638,Enterococcus raffinosus,bacteria,bacteria,firmicutes,bacilli,lactobacillales,enterococcaceae,enterococcus,2,2,1
101493,plant,0,0,0,1036,Entosiphon sulcatum,eukaryota,protozoa,euglenozoa,euglenophyceae,heteronematales,paranemataceae,entosiphon,3,1,0
31330,invertebrate,0,0,0,27363,Ephydatia fluviatilis,eukaryota,animalia,porifera,demospongiae,spongillida,spongillidae,ephydatia,3,2,0
35717,plant,0,0,0,13938,Epichloe festucae,eukaryota,fungi,ascomycota,sordariomycetes,hypocreales,clavicipitaceae,epichloe,3,2,0
5113,plant,0,0,0,3697,Epichloe typhina,eukaryota,fungi,ascomycota,sordariomycetes,hypocreales,clavicipitaceae,epichloe,3,4,0
71426,plant,0,0,0,1186,Epichloe typhina x Neotyphodium lolii,eukaryota,fungi,ascomycota,sordariomycetes,hypocreales,clavicipitaceae,epichloe,3,2,1
47887,invertebrate,0,0,0,1237,Epidinium caudatum,eukaryota,,ciliophora,litostomatea,entodiniomorphida,ophryoscolecidae,epidinium,0,0,1
215347,vertebrate,1,0,0,2072,Epinephelus akaara,eukaryota,animalia,chordata,actinopterygii,perciformes,serranidae,epinephelus,3,2,0
94232,vertebrate,1,0,0,24134,Epinephelus coioides,eukaryota,animalia,chordata,actinopterygii,perciformes,serranidae,epinephelus,3,2,0
65032,invertebrate,0,0,0,2894,Epiphyas postvittana,eukaryota,animalia,arthropoda,insecta,lepidoptera,tortricidae,epiphyas,3,2,0
7764,vertebrate,1,0,0,34748,Eptatretus burgeri,eukaryota,animalia,chordata,myxini,myxiniformes,myxinidae,eptatretus,3,2,1
7765,vertebrate,1,0,0,69929,Eptatretus stoutii,eukaryota,animalia,chordata,myxini,myxiniformes,myxinidae,eptatretus,3,3,0
9788,mammal,1,1,0,1180,Equidae,eukaryota,animalia,chordata,mammalia,perissodactyla,equidae,,3,3,0
3258,plant,0,0,0,1185,Equisetum arvense,eukaryota,plantae,tracheophyta,polypodiopsida,equisetales,equisetaceae,equisetum,3,2,0
9793,mammal,1,1,0,4974,Equus asinus,eukaryota,animalia,chordata,mammalia,perissodactyla,equidae,equus,3,3,0
9790,mammal,1,1,0,1102,Equus burchellii,eukaryota,animalia,chordata,mammalia,perissodactyla,equidae,equus,1,1,0
9796,mammal,1,1,0,156469,Equus caballus,eukaryota,animalia,chordata,mammalia,perissodactyla,equidae,equus,3,3,0
9792,mammal,1,1,0,2479,Equus grevyi,eukaryota,animalia,chordata,mammalia,perissodactyla,equidae,equus,3,2,0
9791,mammal,1,1,0,1593,Equus zebra,eukaryota,animalia,chordata,mammalia,perissodactyla,equidae,equus,3,2,0
33169,plant,0,0,0,29231,Eremothecium gossypii,eukaryota,fungi,ascomycota,saccharomycetes,saccharomycetales,eremotheciaceae,eremothecium,2,2,1
9365,mammal,1,1,0,1345,Erinaceus europaeus,eukaryota,animalia,chordata,mammalia,eulipotyphla,erinaceidae,erinaceus,3,2,0
32224,plant,0,0,0,2428,Eriobotrya japonica,eukaryota,plantae,tracheophyta,magnoliopsida,rosales,rosaceae,eriobotrya,3,2,0
95602,invertebrate,0,0,0,2630,Eriocheir sinensis,eukaryota,animalia,arthropoda,malacostraca,decapoda,varunidae,eriocheir,3,2,0
198635,invertebrate,0,0,0,1269,Eristalis tenax,eukaryota,animalia,arthropoda,insecta,diptera,syrphidae,eristalis,2,3,1
37610,vertebrate,1,0,0,1209,Erithacus rubecula,eukaryota,animalia,chordata,aves,passeriformes,muscicapidae,erithacus,2,5,1
552,bacteria,0,0,0,58482,Erwinia amylovora,bacteria,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,erwiniaceae,erwinia,3,2,0
418443,bacteria,0,0,0,13870,Erwinia amylovora phage Era103,,,,,,,,3,2,1
218491,bacteria,0,0,0,1448553,Erwinia carotovora subsp. atroseptica SCRI1043,,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,erwinia,3,2,0
556,bacteria,0,0,0,62519,Erwinia chrysanthemi,,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,erwinia,1,1,0
79967,bacteria,0,0,0,26147,Erwinia pyrifoliae,bacteria,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,erwinia,3,1,0
55212,bacteria,0,0,0,5517,Erwinia rhapontici,bacteria,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,erwinia,3,2,0
231374,bacteria,0,0,0,5709,Erwinia sp. Ejp 556,bacteria,bacteria,proteobacteria,gammaproteobacteria,enterobacterales,erwiniaceae,erwinia,3,1,0
1648,bacteria,0,0,0,18576,Erysipelothrix rhusiopathiae,bacteria,bacteria,firmicutes,erysipelotrichia,erysipelotrichales,erysipelotrichaceae,erysipelothrix,0,0,1
52586,plant,0,0,0,3598,Erysiphe necator,eukaryota,fungi,ascomycota,leotiomycetes,helotiales,erysiphaceae,erysiphe,2,4,1
36044,plant,0,0,0,1924,Erysiphe pisi,eukaryota,fungi,ascomycota,leotiomycetes,helotiales,erysiphaceae,erysiphe,2,0,1
314225,bacteria,0,0,0,933754,Erythrobacter litoralis HTCC2594,bacteria,bacteria,proteobacteria,alphaproteobacteria,sphingomonadales,erythrobacteraceae,erythrobacter,1,1,0
1044,bacteria,0,0,0,2397,Erythrobacter longus,bacteria,bacteria,proteobacteria,alphaproteobacteria,sphingomonadales,erythrobacteraceae,erythrobacter,3,1,0
9538,primate,1,1,0,2903,Erythrocebus patas,eukaryota,animalia,chordata,mammalia,primates,cercopithecidae,erythrocebus,3,2,0
291482,vertebrate,1,0,0,1470,Erythroculter ilishaeformis,,animalia,chordata,actinopterygii,cypriniformes,cyprinidae,chanodichthys,3,2,0
334757,invertebrate,0,0,0,1538,Eschaneustyla sp. WJC-2005,eukaryota,chromista,ciliophora,spirotrichea,stichotrichida,epiclintidae,eschaneustyla,0,0,1
208962,bacteria,0,0,0,2592,Escherichia albertii,bacteria,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,escherichia,2,5,1
563,bacteria,0,0,0,26532,Escherichia blattae,,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,shimwellia,1,1,0
37762,bacteria,0,0,0,2330943,Escherichia coli,bacteria,bacteria,pseudomonadota,gammaproteobacteria,enterobacterales,enterobacteriaceae,escherichia,2,2,1
362663,bacteria,0,0,0,1445921,Escherichia coli 536,bacteria,bacteria,pseudomonadota,gammaproteobacteria,enterobacterales,enterobacteriaceae,escherichia,3,1,0
405955,bacteria,0,0,0,1598551,Escherichia coli APEC O1,bacteria,bacteria,pseudomonadota,gammaproteobacteria,enterobacterales,enterobacteriaceae,escherichia,3,1,0
413997,bacteria,0,0,0,3771,Escherichia coli B,bacteria,bacteria,pseudomonadota,gammaproteobacteria,enterobacterales,enterobacteriaceae,escherichia,3,4,0
199310,bacteria,0,0,0,1581056,Escherichia coli CFT073,bacteria,bacteria,pseudomonadota,gammaproteobacteria,enterobacterales,enterobacteriaceae,escherichia,3,1,0
316397,bacteria,0,0,0,1407,Escherichia coli EAEC 042,bacteria,bacteria,pseudomonadota,gammaproteobacteria,enterobacterales,enterobacteriaceae,escherichia,2,3,1
83333,bacteria,0,0,0,5122,Escherichia coli K12,bacteria,bacteria,pseudomonadota,gammaproteobacteria,enterobacterales,enterobacteriaceae,escherichia,3,1,0
316435,bacteria,0,0,0,59916,Escherichia coli Nissle 1917,bacteria,bacteria,pseudomonadota,gammaproteobacteria,enterobacterales,enterobacteriaceae,escherichia,2,2,1
404390,bacteria,0,0,0,1310,Escherichia coli NT,bacteria,bacteria,pseudomonadota,gammaproteobacteria,enterobacterales,enterobacteriaceae,escherichia,2,3,1
376725,bacteria,0,0,0,1553,Escherichia coli O103,bacteria,bacteria,pseudomonadota,gammaproteobacteria,enterobacterales,enterobacteriaceae,escherichia,2,1,1
168927,bacteria,0,0,0,2086,Escherichia coli O111,bacteria,bacteria,pseudomonadota,gammaproteobacteria,enterobacterales,enterobacteriaceae,escherichia,2,3,1
373045,bacteria,0,0,0,1222,Escherichia coli O111,bacteria,bacteria,pseudomonadota,gammaproteobacteria,enterobacterales,enterobacteriaceae,escherichia,2,0,1
397453,bacteria,0,0,0,1417,Escherichia coli O111,bacteria,bacteria,pseudomonadota,gammaproteobacteria,enterobacterales,enterobacteriaceae,escherichia,2,1,1
83334,bacteria,0,0,0,82102,Escherichia coli O157,bacteria,bacteria,pseudomonadota,gammaproteobacteria,enterobacterales,enterobacteriaceae,escherichia,2,2,1
155864,bacteria,0,0,0,1611503,Escherichia coli O157,bacteria,bacteria,pseudomonadota,gammaproteobacteria,enterobacterales,enterobacteriaceae,escherichia,3,1,0
183192,bacteria,0,0,0,8943,Escherichia coli O157,bacteria,bacteria,pseudomonadota,gammaproteobacteria,enterobacterales,enterobacteriaceae,escherichia,2,2,1
386585,bacteria,0,0,0,1639585,Escherichia coli O157,bacteria,bacteria,pseudomonadota,gammaproteobacteria,enterobacterales,enterobacteriaceae,escherichia,3,1,0
244319,bacteria,0,0,0,2447,Escherichia coli O26,bacteria,bacteria,pseudomonadota,gammaproteobacteria,enterobacterales,enterobacteriaceae,escherichia,2,1,1
439184,bacteria,0,0,0,12063,Escherichia coli RS218,bacteria,bacteria,pseudomonadota,gammaproteobacteria,enterobacterales,enterobacteriaceae,escherichia,2,0,1
364106,bacteria,0,0,0,1570760,Escherichia coli UTI89,bacteria,bacteria,pseudomonadota,gammaproteobacteria,enterobacterales,enterobacteriaceae,escherichia,3,1,0
316407,bacteria,0,0,0,1372057,Escherichia coli W3110,bacteria,bacteria,pseudomonadota,gammaproteobacteria,enterobacterales,enterobacteriaceae,escherichia,3,1,0
564,bacteria,0,0,0,18339,Escherichia fergusonii,bacteria,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,escherichia,2,3,1
565,bacteria,0,0,0,2328,Escherichia hermannii,,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,escherichia,1,1,0
299586,bacteria,0,0,0,1229,Escherichia sp. Sflu5,bacteria,bacteria,proteobacteria,gammaproteobacteria,enterobacterales,enterobacteriaceae,escherichia,2,4,1
3467,plant,0,0,0,5999,Eschscholzia californica,eukaryota,plantae,tracheophyta,magnoliopsida,ranunculales,papaveraceae,eschscholzia,2,0,1
8010,vertebrate,1,0,0,2107,Esox lucius,eukaryota,animalia,chordata,actinopterygii,esociformes,esocidae,esox,3,2,0
348774,bacteria,0,0,0,1589,Ethanoligenens sp. hit B49,bacteria,,bacillota,clostridia,eubacteriales,oscillospiraceae,ethanoligenens,1,1,0
1731,bacteria,0,0,0,16649,Eubacterium acidaminophilum,,bacteria,firmicutes,clostridia,clostridiales,eubacteriaceae,eubacterium,2,2,1
1528,bacteria,0,0,0,6876,Eubacterium barkeri,bacteria,bacteria,firmicutes,clostridia,clostridiales,eubacteriaceae,eubacterium,3,4,0
29322,bacteria,0,0,0,3445,Eubacterium cellulosolvens,,bacteria,firmicutes,clostridia,clostridiales,eubacteriaceae,eubacterium,3,1,0
8564,vertebrate,1,0,0,6305,Eublepharis macularius,eukaryota,animalia,chordata,reptilia,squamata,eublepharidae,eublepharis,3,2,1
34316,plant,0,0,0,4833,Eucalyptus camaldulensis,eukaryota,plantae,tracheophyta,magnoliopsida,myrtales,myrtaceae,eucalyptus,3,2,0
34317,plant,0,0,0,5405,Eucalyptus globulus,eukaryota,plantae,tracheophyta,magnoliopsida,myrtales,myrtaceae,eucalyptus,3,2,0
71139,plant,0,0,0,14385,Eucalyptus grandis,eukaryota,plantae,tracheophyta,magnoliopsida,myrtales,myrtaceae,eucalyptus,3,2,1
3933,plant,0,0,0,4199,Eucalyptus gunnii,eukaryota,plantae,tracheophyta,magnoliopsida,myrtales,myrtaceae,eucalyptus,3,2,0
292446,invertebrate,0,0,0,1829,Eucinetus sp. APV-2005,eukaryota,animalia,arthropoda,insecta,coleoptera,eucinetidae,eucinetus,3,2,0
4392,plant,0,0,0,4580,Eucommia ulmoides,eukaryota,plantae,tracheophyta,magnoliopsida,garryales,eucommiaceae,eucommia,2,2,1
3039,plant,0,0,0,43653,Euglena gracilis,eukaryota,protozoa,euglenozoa,euglenophyceae,euglenales,euglenaceae,euglena,3,2,0
3037,plant,0,0,0,2494,Euglena longa,eukaryota,protozoa,euglenozoa,euglenida,euglenales,euglenaceae,euglena,3,2,0
56462,plant,0,0,0,1902,Euglena quartana,eukaryota,protista,euglenozoa,euglenophyceae,euglenales,euglenaceae,euglena,3,2,0
38278,plant,0,0,0,1880,Euglena stellata,eukaryota,protozoa,euglenozoa,euglenophyceae,euglenales,euglenaceae,euglena,3,4,0
13515,primate,1,1,0,1757,Eulemur fulvus,eukaryota,animalia,chordata,mammalia,primates,lemuridae,eulemur,1,1,0
30602,primate,1,1,0,2117,Eulemur macaco,eukaryota,animalia,chordata,mammalia,primates,lemuridae,eulemur,3,3,0
34886,mammal,1,1,0,1151,Eumetopias jubatus,eukaryota,animalia,chordata,mammalia,carnivora,otariidae,eumetopias,3,2,0
123417,plant,0,0,0,1253,Euonymus europaeus,eukaryota,plantae,tracheophyta,magnoliopsida,celastrales,celastraceae,euonymus,2,3,1
317913,invertebrate,0,0,0,1445,Euphaedusa tau,eukaryota,animalia,mollusca,gastropoda,stylommatophora,clausiliidae,tauphaedusa,3,3,1
3991,plant,0,0,0,2561,Euphorbia characias,eukaryota,plantae,tracheophyta,magnoliopsida,malpighiales,euphorbiaceae,euphorbia,2,5,1
3993,plant,0,0,0,9488,Euphorbia esula,eukaryota,plantae,tracheophyta,magnoliopsida,malpighiales,euphorbiaceae,euphorbia,2,0,1
54672,plant,0,0,0,1730,Euphorbia lagascae,eukaryota,plantae,tracheophyta,magnoliopsida,malpighiales,euphorbiaceae,euphorbia,2,5,1
142860,plant,0,0,0,1530,Euphorbia tirucalli,eukaryota,plantae,tracheophyta,magnoliopsida,malpighiales,euphorbiaceae,euphorbia,2,0,1
5940,invertebrate,0,0,0,10470,Euplotes aediculatus,eukaryota,chromista,ciliophora,spirotrichea,euplotida,euplotidae,euplotes,0,5,1
5941,invertebrate,0,0,0,1678,Euplotes eurystomus,eukaryota,chromista,ciliophora,spirotrichea,euplotida,euplotidae,euplotes,2,2,1
36767,invertebrate,0,0,0,2922,Euplotes focardii,eukaryota,chromista,ciliophora,spirotrichea,euplotida,euplotidae,euplotes,2,0,1
5937,invertebrate,0,0,0,19870,Euplotes octocarinatus,,chromista,ciliophora,hypotrichea,euplotida,euplotidae,euplotes,0,0,1
291624,invertebrate,0,0,0,1503,Euplotes sp. BB-2004,eukaryota,chromista,ciliophora,spirotrichea,hypotrichida,euplotidae,euplotes,2,4,1
5939,invertebrate,0,0,0,5174,Euplotes vannus,eukaryota,chromista,ciliophora,spirotrichea,euplotida,euplotidae,euplotes,2,0,1
6613,invertebrate,0,0,0,12794,Euprymna scolopes,eukaryota,animalia,mollusca,cephalopoda,sepiida,sepiolidae,euprymna,2,4,1
6958,invertebrate,0,0,0,2921,Euroglyphus maynei,eukaryota,animalia,arthropoda,arachnida,sarcoptiformes,pyroglyphidae,euroglyphus,2,0,1
41413,plant,0,0,0,1661,Eurotium herbariorum,,fungi,ascomycota,eurotiomycetes,eurotiales,aspergillaceae,aspergillus,3,3,0
123337,invertebrate,0,0,0,3146,Eurypelma californicum,,,,,,,,2,2,1
52518,plant,0,0,0,8577,Eustoma grandiflorum,,plantae,tracheophyta,magnoliopsida,gentianales,gentianaceae,eustoma,2,0,1
75806,plant,0,0,0,1102,Eutrema wasabi,,plantae,tracheophyta,magnoliopsida,brassicales,brassicaceae,eutrema,2,3,1
96908,plant,0,0,0,1896,Eutreptia viridis,eukaryota,protozoa,euglenozoa,euglenophyceae,eutreptiales,eutreptiaceae,eutreptia,3,2,0
73025,plant,0,0,0,1879,Eutreptiella gymnastica,eukaryota,protozoa,euglenozoa,euglenida,eutreptiales,eutreptiaceae,eutreptiella,3,2,0
5970,plant,0,0,0,17869,Exophiala dermatitidis,eukaryota,fungi,ascomycota,eurotiomycetes,chaetothyriales,herpotrichiellaceae,exophiala,3,2,0
91925,plant,0,0,0,4834,Exophiala lecanii-corni,eukaryota,fungi,ascomycota,eurotiomycetes,chaetothyriales,herpotrichiellaceae,exophiala,3,2,0
62329,plant,0,0,0,1692,Fagopyrum cymosum,eukaryota,plantae,tracheophyta,magnoliopsida,caryophyllales,polygonaceae,fagopyrum,2,0,1
3617,plant,0,0,0,9988,Fagopyrum esculentum,eukaryota,plantae,tracheophyta,magnoliopsida,caryophyllales,polygonaceae,fagopyrum,2,2,1
28930,plant,0,0,0,11158,Fagus sylvatica,eukaryota,plantae,tracheophyta,magnoliopsida,fagales,fagaceae,fagus,2,0,1
46835,invertebrate,0,0,0,6780,Fasciola gigantica,eukaryota,animalia,platyhelminthes,trematoda,plagiorchiida,fasciolidae,fasciola,2,0,1
6192,invertebrate,0,0,0,10710,Fasciola hepatica,eukaryota,animalia,platyhelminthes,trematoda,plagiorchiida,fasciolidae,fasciola,2,0,1
9685,mammal,1,1,0,139977,Felis catus,eukaryota,animalia,chordata,mammalia,carnivora,felidae,felis,3,3,0
9683,mammal,1,1,0,1663,Felis silvestris,eukaryota,animalia,chordata,mammalia,carnivora,felidae,felis,3,3,0
139456,invertebrate,0,0,0,11240,Fenneropenaeus chinensis,,animalia,arthropoda,malacostraca,decapoda,penaeidae,fenneropenaeus,3,2,0
71412,invertebrate,0,0,0,3407,Fenneropenaeus merguiensis,,animalia,arthropoda,malacostraca,decapoda,penaeidae,fenneropenaeus,2,2,1
74969,bacteria,0,0,0,2046,Ferroplasma acidiphilum,archaea,archaea,euryarchaeota,thermoplasmata,thermoplasmatales,ferroplasmaceae,ferroplasma,0,0,1
381764,bacteria,0,0,0,587078,Fervidobacterium nodosum Rt17-B1,bacteria,bacteria,thermotogota,thermotogae,thermotogales,fervidobacteriaceae,fervidobacterium,0,5,1
93466,bacteria,0,0,0,2448,Fervidobacterium pennivorans,bacteria,bacteria,thermotogota,thermotogae,thermotogales,fervidobacteriaceae,fervidobacterium,2,5,1
4606,plant,0,0,0,8274,Festuca arundinacea,eukaryota,plantae,tracheophyta,liliopsida,poales,poaceae,festuca,3,4,0
4608,plant,0,0,0,4029,Festuca pratensis,eukaryota,plantae,tracheophyta,liliopsida,poales,poaceae,festuca,1,1,0
833,bacteria,0,0,0,2239,Fibrobacter succinogenes,bacteria,bacteria,fibrobacteres,fibrobacteria,fibrobacterales,fibrobacteraceae,fibrobacter,3,2,0
59374,bacteria,0,0,0,3545,Fibrobacter succinogenes subsp. succinogenes S85,bacteria,bacteria,fibrobacteres,fibrobacteria,fibrobacterales,fibrobacteraceae,fibrobacter,3,1,0
204231,plant,0,0,0,5862,Ficus pumila var. awkeotsang,eukaryota,plantae,tracheophyta,magnoliopsida,rosales,moraceae,ficus,3,3,0
5207,plant,0,0,0,28713,Filobasidiella neoformans,,fungi,basidiomycota,tremellomycetes,tremellales,cryptococcaceae,cryptococcus,3,2,0
1260,bacteria,0,0,0,1772,Finegoldia magna,bacteria,bacteria,firmicutes,clostridia,clostridiales,peptoniphilaceae,finegoldia,0,5,1
60455,bacteria,0,0,0,1983,Fischerella sp. PCC 7605,eukaryota,bacteria,cyanobacteria,cyanophyceae,ctenostomatida,hapalosiphonaceae,fischerella,2,2,1
189428,plant,0,0,0,1179,Flabellia petiolata,eukaryota,plantae,chlorophyta,ulvophyceae,bryopsidales,udoteaceae,flabellia,2,5,1
38945,plant,0,0,0,6746,Flammulina velutipes,eukaryota,fungi,basidiomycota,agaricomycetes,agaricales,physalacriaceae,flammulina,3,3,0
35877,plant,0,0,0,1769,Flaveria anomala,eukaryota,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,flaveria,2,0,1
4224,plant,0,0,0,5619,Flaveria bidentis,eukaryota,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,flaveria,2,2,1
33111,plant,0,0,0,3210,Flaveria brownii,eukaryota,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,flaveria,2,0,1
4226,plant,0,0,0,13370,Flaveria pringlei,eukaryota,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,flaveria,2,0,1
4227,plant,0,0,0,12374,Flaveria trinervia,eukaryota,plantae,tracheophyta,magnoliopsida,asterales,asteraceae,flaveria,2,0,1
264023,bacteria,0,0,0,1008,Flavobacteriaceae bacterium SW5,bacteria,,bacteroidota,flavobacteriia,flavobacteriales,flavobacteriaceae,flavobacterium,0,5,1
996,bacteria,0,0,0,6937,Flavobacterium columnare,bacteria,bacteria,bacteroidetes,flavobacteriia,flavobacteriales,flavobacteriaceae,flavobacterium,0,5,1
