SpeciesID,Type,IsVertibrate,IsMammal,DNAtype,Ncodons,SpeciesName,Domain,Kingdom,Phylum,Class,Order,Family,Genus,RawMitKmeans,NMFMitKmeans,RawMitSpec,NMFMitSpec
176285,invertebrate,0,0,1,2089, Carios capensis,,animalia,arthropoda,arachnida,ixodida,argasidae,carios,2,1,2,0
417467,vertebrate,1,0,1,1054, Carlhubbsia stuarti,eukaryota,animalia,chordata,actinopterygii,cyprinodontiformes,poeciliidae,carlhubbsia,3,4,1,0
138695,mammal,1,1,1,4939, Carollia brevicauda,eukaryota,metazoa,chordata,mammalia,chiroptera,phyllostomidae,carollia,4,0,0,1
138696,mammal,1,1,1,6840, Carollia castanea,eukaryota,animalia,chordata,mammalia,chiroptera,phyllostomidae,carollia,4,0,0,1
40233,mammal,1,1,1,7948, Carollia perspicillata,eukaryota,animalia,chordata,mammalia,chiroptera,phyllostomidae,carollia,4,0,0,1
208969,mammal,1,1,1,4940, Carollia sowelli,eukaryota,animalia,chordata,mammalia,chiroptera,phyllostomidae,carollia,4,0,0,1
154811,vertebrate,1,0,1,7225, Carpiodes carpio,eukaryota,animalia,chordata,actinopterygii,cypriniformes,catostomidae,carpiodes,3,3,1,2
175930,vertebrate,1,0,1,65304, Carpodacus erythrinus,eukaryota,animalia,chordata,aves,passeriformes,fringillidae,carpodacus,4,3,0,0
175933,vertebrate,1,0,1,1143, Carpodacus roseus,eukaryota,animalia,chordata,aves,passeriformes,fringillidae,carpodacus,4,3,0,1
30463,vertebrate,1,0,1,3513, Casuarius bennetti,eukaryota,animalia,chordata,aves,casuariiformes,casuariidae,casuarius,4,0,0,1
8787,vertebrate,1,0,1,3307, Casuarius casuarius,eukaryota,animalia,chordata,aves,casuariiformes,casuariidae,casuarius,4,0,0,1
181404,vertebrate,1,0,1,1459, Cataetyx rubrirostris,eukaryota,animalia,chordata,actinopterygii,ophidiiformes,bythitidae,cataetyx,3,4,1,0
54056,vertebrate,1,0,1,2906, Catharacta skua,,animalia,chordata,aves,charadriiformes,stercorariidae,stercorarius,4,0,0,1
182921,vertebrate,1,0,1,1293, Catharopeza bishopi,eukaryota,animalia,chordata,aves,passeriformes,parulidae,catharopeza,4,3,0,1
43455,vertebrate,1,0,1,2698, Cathartes aura,eukaryota,animalia,chordata,aves,accipitriformes,cathartidae,cathartes,4,0,0,1
9185,vertebrate,1,0,1,1036, Catharus guttatus,eukaryota,animalia,chordata,aves,passeriformes,turdidae,catharus,4,0,0,1
7971,vertebrate,1,0,1,3201, Catostomus commersonii,eukaryota,animalia,chordata,actinopterygii,cypriniformes,catostomidae,catostomus,3,3,1,1
181422,vertebrate,1,0,1,2012, Caulophryne pelagica,eukaryota,animalia,chordata,actinopterygii,lophiiformes,caulophrynidae,caulophryne,3,4,1,2
10141,rodent,1,1,1,11325, Cavia porcellus,eukaryota,animalia,chordata,mammalia,rodentia,caviidae,cavia,1,0,0,1
143287,rodent,1,1,1,3040, Cavia tschudii,eukaryota,animalia,chordata,mammalia,rodentia,caviidae,cavia,4,0,0,1
9514,primate,1,1,1,1552, Cebus albifrons,eukaryota,animalia,chordata,mammalia,primates,cebidae,cebus,1,0,0,1
81878,vertebrate,1,0,1,1054, Centropus cupreicaudus,eukaryota,animalia,chordata,aves,cuculiformes,cuculidae,centropus,1,0,0,1
6876,invertebrate,0,0,1,1187, Centruroides limpidus,eukaryota,animalia,arthropoda,arachnida,scorpiones,buthidae,centruroides,0,2,1,2
27644,mammal,1,1,1,1900, Centurio senex,eukaryota,animalia,chordata,mammalia,chiroptera,phyllostomidae,centurio,1,0,0,1
28835,invertebrate,0,0,1,1350, Cepaea nemoralis,eukaryota,animalia,mollusca,gastropoda,stylommatophora,helicidae,cepaea,0,3,1,0
119560,mammal,1,1,1,1140, Cephalophus monticola,,animalia,chordata,mammalia,artiodactyla,bovidae,cephalophus,1,0,0,1
166042,invertebrate,0,0,1,2257, Cephalothrix rufifrons,eukaryota,animalia,nemertea,palaeonemertea,archinemertea,cephalothricidae,cephalothrix,2,1,2,0
344624,invertebrate,0,0,1,1210, Ceratinia tutia,eukaryota,metazoa,arthropoda,insecta,lepidoptera,nymphalidae,ceratinia,2,1,2,0
7213,invertebrate,0,0,1,4986, Ceratitis capitata,eukaryota,animalia,arthropoda,insecta,diptera,tephritidae,ceratitis,2,1,2,0
194917,invertebrate,0,0,1,1309, Ceratitis cosyra,eukaryota,animalia,arthropoda,insecta,diptera,tephritidae,ceratitis,2,1,2,0
9807,mammal,1,1,1,2968, Ceratotherium simum,eukaryota,animalia,chordata,mammalia,perissodactyla,rhinocerotidae,ceratotherium,1,0,0,1
9860,mammal,1,1,1,6766, Cervus elaphus,eukaryota,animalia,chordata,mammalia,artiodactyla,cervidae,cervus,1,0,0,1
46360,mammal,1,1,1,3867, Cervus elaphus hippelaphus,eukaryota,animalia,chordata,mammalia,artiodactyla,cervidae,cervus,1,0,0,1
9863,mammal,1,1,1,2660, Cervus nippon,eukaryota,animalia,chordata,mammalia,artiodactyla,cervidae,cervus,1,0,0,1
151525,mammal,1,1,1,2966, Cervus nippon centralis,eukaryota,animalia,chordata,mammalia,artiodactyla,cervidae,cervus,1,0,0,1
37550,mammal,1,1,1,5325, Cervus nippon taiouanus,eukaryota,animalia,chordata,mammalia,artiodactyla,cervidae,cervus,1,0,0,1
332176,mammal,1,1,1,2966, Cervus nippon yakushimae,eukaryota,animalia,chordata,mammalia,artiodactyla,cervidae,cervus,1,0,0,1
223998,mammal,1,1,1,5705, Cervus nippon yesoensis,eukaryota,animalia,chordata,mammalia,artiodactyla,cervidae,cervus,1,0,0,1
399782,mammal,1,1,1,5922, Cervus unicolor swinhoei,,animalia,chordata,mammalia,artiodactyla,cervidae,cervus,1,0,0,1
88671,vertebrate,1,0,1,2133, Cetostoma regani,eukaryota,animalia,chordata,actinopterygii,cetomimiformes,cetomimidae,cetostoma,3,3,1,0
36272,vertebrate,1,0,1,2980, Cettia diphone,,animalia,chordata,aves,passeriformes,cettiidae,cettia,4,3,0,1
57404,vertebrate,1,0,1,1078, Ceyx erithacus,,animalia,chordata,aves,coraciiformes,alcedinidae,ceyx,4,0,0,1
38666,rodent,1,1,1,60640, Chaetodipus intermedius,eukaryota,animalia,chordata,mammalia,rodentia,heteromyidae,chaetodipus,1,4,1,0
38672,rodent,1,1,1,1538, Chaetodipus penicillatus,eukaryota,animalia,chordata,mammalia,rodentia,heteromyidae,chaetodipus,1,3,1,0
96477,plant,0,0,1,10485, Chaetosphaeridium globosum,eukaryota,plantae,charophyta,coleochaetophyceae,chaetosphaeridiales,chaetosphaeridiaceae,chaetosphaeridium,0,1,2,0
42552,vertebrate,1,0,1,2013, Chalceus macrolepidotus,eukaryota,animalia,chordata,actinopterygii,characiformes,chalceidae,chalceus,1,3,0,1
196523,vertebrate,1,0,1,3952, Chalcites basalis,eukaryota,animalia,chordata,aves,cuculiformes,cuculidae,chalcites,4,4,0,0
143942,mammal,1,1,1,2970, Chalinolobus tuberculatus,eukaryota,animalia,chordata,mammalia,chiroptera,vespertilionidae,chalinolobus,1,3,0,1
190680,vertebrate,1,0,1,40433, Chamaea fasciata,eukaryota,animalia,chordata,aves,passeriformes,sylviidae,chamaea,4,3,0,0
291816,vertebrate,1,0,1,1782, Chanodichthys mongolicus,eukaryota,animalia,chordata,actinopterygii,cypriniformes,cyprinidae,chanodichthys,1,3,0,1
29144,vertebrate,1,0,1,2012, Chanos chanos,eukaryota,animalia,chordata,actinopterygii,gonorynchiformes,chanidae,chanos,3,3,1,1
55564,plant,0,0,1,13168, Chara vulgaris,eukaryota,plantae,charophyta,charophyceae,charales,characeae,chara,0,2,1,0
50402,vertebrate,1,0,1,3285, Charadrius vociferus,eukaryota,animalia,chordata,aves,charadriiformes,charadriidae,charadrius,4,0,0,1
68509,vertebrate,1,0,1,2773, Chauliodus sloani,eukaryota,animalia,chordata,actinopterygii,stomiiformes,stomiidae,chauliodus,3,2,1,2
30388,vertebrate,1,0,1,1283, Chauna torquata,eukaryota,animalia,chordata,aves,anseriformes,anhimidae,chauna,4,0,0,1
181417,vertebrate,1,0,1,1267, Chaunax abei,eukaryota,animalia,chordata,actinopterygii,lophiiformes,chaunacidae,chaunax,3,4,1,0
181418,vertebrate,1,0,1,1786, Chaunax tosaensis,,animalia,chordata,actinopterygii,lophiiformes,chaunacidae,chaunax,3,3,1,0
47177,primate,1,1,1,4886, Cheirogaleus major,eukaryota,animalia,chordata,mammalia,primates,cheirogaleidae,cheirogaleus,1,0,0,1
9460,primate,1,1,1,4356, Cheirogaleus medius,eukaryota,animalia,chordata,mammalia,primates,cheirogaleidae,cheirogaleus,1,0,0,1
8469,vertebrate,1,0,1,1683, Chelonia mydas,eukaryota,animalia,chordata,reptilia,testudines,cheloniidae,chelonia,1,0,0,1
8475,vertebrate,1,0,1,2691, Chelydra serpentina,eukaryota,animalia,chordata,reptilia,testudines,chelydridae,chelydra,1,0,0,1
6723,invertebrate,0,0,1,2536, Cherax destructor,eukaryota,animalia,arthropoda,malacostraca,decapoda,parastacidae,cherax,0,2,1,2
155039,mammal,1,1,1,1140, Chilonatalus micropus,eukaryota,animalia,chordata,mammalia,chiroptera,natalidae,chilonatalus,1,3,0,0
7871,vertebrate,1,0,1,2276, Chimaera monstrosa,eukaryota,animalia,chordata,holocephali,chimaeriformes,chimaeridae,chimaera,1,3,1,1
227887,mammal,1,1,1,1900, Chimarrogale himalayica,eukaryota,animalia,chordata,mammalia,eulipotyphla,soricidae,chimarrogale,1,0,0,1
62293,mammal,1,1,1,25840, Chimarrogale platycephala,,animalia,chordata,mammalia,soricomorpha,soricidae,chimarrogale,1,0,0,1
284239,vertebrate,1,0,1,3676, Chinemys reevesi,,animalia,chordata,reptilia,testudines,bataguridae,chinemys,1,0,0,1
227182,vertebrate,1,0,1,2905, Chionis minor,eukaryota,animalia,chordata,aves,charadriiformes,chionidae,chionis,4,0,0,1
269649,rodent,1,1,1,2286, Chionomys nivalis,eukaryota,animalia,chordata,mammalia,rodentia,cricetidae,chionomys,1,3,0,0
221863,vertebrate,1,0,1,2137, Chirocentrus dorab,eukaryota,animalia,chordata,actinopterygii,clupeiformes,chirocentridae,chirocentrus,3,2,1,2
27647,mammal,1,1,1,1055, Chiroderma trinitatum,eukaryota,animalia,chordata,mammalia,chiroptera,phyllostomidae,chiroderma,4,0,0,1
33546,mammal,1,1,1,1055, Chiroderma villosum,eukaryota,animalia,chordata,mammalia,chiroptera,phyllostomidae,chiroderma,4,0,0,1
3053,plant,0,0,1,3423, Chlamydomonas eugametos,,plantae,chlorophyta,chlorophyceae,volvocales,chlamydomonadaceae,chlamydomonas,2,1,2,0
51695,plant,0,0,1,2714, Chlamydomonas incerta,eukaryota,plantae,chlorophyta,chlorophyceae,chlamydomonadales,chlamydomonadaceae,chlamydomonas,0,2,1,2
3055,plant,0,0,1,10070, Chlamydomonas reinhardtii,eukaryota,plantae,chlorophyta,chlorophyceae,chlamydomonadales,chlamydomonadaceae,chlamydomonas,0,2,1,2
103699,vertebrate,1,0,1,11310, Chlamydosaurus kingii,eukaryota,animalia,chordata,reptilia,squamata,agamidae,chlamydosaurus,1,0,0,1
172680,vertebrate,1,0,1,1143, Chlamydotis undulata,eukaryota,animalia,chordata,aves,otidiformes,otididae,chlamydotis,4,0,0,1
187384,vertebrate,1,0,1,1143, Chlamydotis undulata fuertaventurae,eukaryota,animalia,chordata,aves,otidiformes,otididae,chlamydotis,4,0,0,1
187382,vertebrate,1,0,1,4951, Chlamydotis undulata macqueenii,eukaryota,animalia,chordata,aves,otidiformes,otididae,chlamydotis,4,3,0,1
187383,vertebrate,1,0,1,1524, Chlamydotis undulata undulata,eukaryota,animalia,chordata,aves,otidiformes,otididae,chlamydotis,4,0,0,1
187422,vertebrate,1,0,1,1106, Chloebia gouldiae,,animalia,chordata,aves,passeriformes,estrildidae,chloebia,4,0,0,1
9534,primate,1,1,1,2289, Chlorocebus aethiops,eukaryota,animalia,chordata,mammalia,primates,cercopithecidae,chlorocebus,1,0,0,1
60710,primate,1,1,1,3366, Chlorocebus pygerythrus,eukaryota,animalia,chordata,mammalia,primates,cercopithecidae,chlorocebus,1,0,0,1
60711,primate,1,1,1,3772, Chlorocebus sabaeus,eukaryota,animalia,chordata,mammalia,primates,cercopithecidae,chlorocebus,1,0,0,1
60712,primate,1,1,1,1718, Chlorocebus tantalus,eukaryota,animalia,chordata,mammalia,primates,cercopithecidae,chlorocebus,1,0,0,1
52029,plant,0,0,1,2457, Chlorogonium elongatum,eukaryota,plantae,chlorophyta,chlorophyceae,volvocales,haematococcaceae,chlorogonium,0,1,2,0
3144,plant,0,0,1,15992, Chlorokybus atmophyticus,eukaryota,plantae,charophyta,chlorokybophyceae,chlorokybales,chlorokybaceae,chlorokybus,0,2,1,2
143313,vertebrate,1,0,1,2361, Chlorophthalmus agassizi,eukaryota,animalia,chordata,actinopterygii,aulopiformes,chlorophthalmidae,chlorophthalmus,3,4,1,0
166061,vertebrate,1,0,1,1453, Chlorospingus ophthalmicus,eukaryota,animalia,chordata,aves,passeriformes,passerellidae,chlorospingus,4,4,1,0
126671,vertebrate,1,0,1,1726, Chlorurus sordidus,eukaryota,animalia,chordata,actinopterygii,perciformes,scaridae,chlorurus,3,4,1,0
27675,mammal,1,1,1,3401, Choloepus didactylus,eukaryota,animalia,chordata,mammalia,pilosa,megalonychidae,choloepus,4,0,0,1
321078,vertebrate,1,0,1,3470, Chondrohierax uncinatus,eukaryota,animalia,chordata,aves,accipitriformes,accipitridae,chondrohierax,4,0,0,1
77803,vertebrate,1,0,1,2476, Chondrostoma lemmingii,,animalia,chordata,teleostei,cypriniformes,cyprinidae,iberochondrostoma,3,3,1,1
2769,plant,0,0,1,7308, Chondrus crispus,eukaryota,plantae,rhodophyta,florideophyceae,gigartinales,gigartinaceae,chondrus,2,1,2,0
27540,invertebrate,0,0,1,1028, Choristoneura biennis,eukaryota,animalia,arthropoda,insecta,lepidoptera,tortricidae,choristoneura,2,1,2,0
27541,invertebrate,0,0,1,1542, Choristoneura occidentalis,eukaryota,animalia,arthropoda,insecta,lepidoptera,tortricidae,choristoneura,2,1,2,0
397411,invertebrate,0,0,1,1542, Choristoneura retiniana,eukaryota,animalia,arthropoda,insecta,lepidoptera,tortricidae,choristoneura,2,1,2,0
37639,invertebrate,0,0,1,1138, Chorthippus parallelus,eukaryota,animalia,arthropoda,insecta,orthoptera,acrididae,chorthippus,2,1,2,0
197887,vertebrate,1,0,1,1136, Chromis atrilobata,eukaryota,animalia,chordata,actinopterygii,perciformes,pomacentridae,chromis,3,4,1,0
197888,vertebrate,1,0,1,1418, Chromis multilineata,eukaryota,animalia,chordata,actinopterygii,perciformes,pomacentridae,chromis,3,4,1,0
8479,vertebrate,1,0,1,3461, Chrysemys picta,eukaryota,animalia,chordata,reptilia,testudines,emydidae,chrysemys,1,0,0,1
185453,mammal,1,1,1,2962, Chrysochloris asiatica,eukaryota,animalia,chordata,mammalia,afrosoricida,chrysochloridae,chrysochloris,1,0,0,1
47573,plant,0,0,1,8931, Chrysodidymus synuroideus,,chromista,ochrophyta,chrysophyceae,synurales,synuraceae,chrysodidymus,2,1,2,0
9088,vertebrate,1,0,1,1143, Chrysolophus amherstiae,eukaryota,animalia,chordata,aves,galliformes,phasianidae,chrysolophus,4,0,0,1
115424,invertebrate,0,0,1,2480, Chrysomya megacephala,eukaryota,animalia,arthropoda,insecta,diptera,calliphoridae,chrysomya,2,1,2,0
235600,invertebrate,0,0,1,1968, Chrysomya putoria,eukaryota,animalia,arthropoda,insecta,diptera,calliphoridae,chrysomya,2,1,2,0
359504,invertebrate,0,0,1,3970, Chrysopathes formosa,eukaryota,animalia,cnidaria,anthozoa,antipatharia,cladopathidae,chrysopathes,0,2,1,2
318500,vertebrate,1,0,1,1512, Cichlasoma atromaculatum,,animalia,chordata,actinopterygii,perciformes,cichlidae,cichlasoma,4,4,1,0
119479,vertebrate,1,0,1,2274, Cichlasoma labridens,,animalia,chordata,actinopterygii,perciformes,cichlidae,nosferatu,4,4,1,0
172529,vertebrate,1,0,1,1498, Cichlasoma octofasciatum,,animalia,chordata,actinopterygii,perciformes,cichlidae,cichlasoma,3,4,1,0
172524,vertebrate,1,0,1,1894, Cichlasoma salvini,,animalia,chordata,actinopterygii,perciformes,cichlidae,cichlasoma,3,4,1,0
247411,vertebrate,1,0,1,1515, Cichlasoma trimaculatum,eukaryota,animalia,chordata,actinopterygii,perciformes,cichlidae,cichlasoma,3,4,1,0
318743,vertebrate,1,0,1,1133, Cichlasoma urophthalmus,,animalia,chordata,actinopterygii,perciformes,cichlidae,cichlasoma,3,4,1,0
200373,vertebrate,1,0,1,1654, Cichlherminia lherminieri,eukaryota,animalia,chordata,aves,passeriformes,turdidae,cichlherminia,4,4,0,0
52775,vertebrate,1,0,1,3077, Ciconia boyciana,eukaryota,animalia,chordata,aves,ciconiiformes,ciconiidae,ciconia,4,0,0,1
8928,vertebrate,1,0,1,3077, Ciconia ciconia,eukaryota,animalia,chordata,aves,ciconiiformes,ciconiidae,ciconia,4,0,0,1
58197,vertebrate,1,0,1,6658, Cinclocerthia ruficauda,eukaryota,animalia,chordata,aves,passeriformes,mimidae,cinclocerthia,4,4,0,0
7719,invertebrate,0,0,1,2696, Ciona intestinalis,eukaryota,animalia,chordata,ascidiacea,phlebobranchia,cionidae,ciona,2,1,2,0
51511,invertebrate,0,0,1,3041, Ciona savignyi,eukaryota,animalia,chordata,ascidiacea,phlebobranchia,cionidae,ciona,2,1,2,0
342438,vertebrate,1,0,1,6552, Cirrhitichthys oxycephalus,eukaryota,animalia,chordata,actinopterygii,perciformes,cirrhitidae,cirrhitichthys,3,4,1,0
353274,vertebrate,1,0,1,1143, Cisticola juncidis brunniceps,eukaryota,animalia,chordata,aves,passeriformes,cisticolidae,cisticola,4,0,0,1
353275,vertebrate,1,0,1,1143, Cisticola juncidis tinnabulans,eukaryota,animalia,chordata,aves,passeriformes,cisticolidae,cisticola,4,0,0,1
94186,mammal,1,1,1,1108, Civettictis civetta,eukaryota,animalia,chordata,mammalia,carnivora,viverridae,civettictis,1,0,0,1
56223,rodent,1,1,1,4785, Clethrionomys gapperi,,animalia,chordata,mammalia,rodentia,cricetidae,clethrionomys,4,3,0,0
447135,rodent,1,1,1,4190, Clethrionomys glareolus,,animalia,chordata,mammalia,rodentia,cricetidae,clethrionomys,4,4,0,0
36235,rodent,1,1,1,3429, Clethrionomys rufocanus,,animalia,chordata,mammalia,rodentia,cricetidae,clethrionomys,4,3,0,0
79950,rodent,1,1,1,3428, Clethrionomys rutilus,,animalia,chordata,mammalia,rodentia,cricetidae,clethrionomys,4,4,0,0
7950,vertebrate,1,0,1,1783, Clupea harengus,eukaryota,animalia,chordata,actinopterygii,clupeiformes,clupeidae,clupea,3,3,1,1
30724,vertebrate,1,0,1,2011, Clupea pallasii,eukaryota,animalia,chordata,actinopterygii,clupeiformes,clupeidae,clupea,3,3,1,1
292503,invertebrate,0,0,1,2695, Clymenella torquata,eukaryota,animalia,annelida,polychaeta,capitellida,maldanidae,clymenella,1,3,2,0
183540,vertebrate,1,0,1,3079, Cnemotriccus fuscatus,eukaryota,animalia,chordata,aves,passeriformes,tyrannidae,cnemotriccus,1,0,0,1
30751,vertebrate,1,0,1,1054, Cnesterodon decemmaculatus,eukaryota,animalia,chordata,actinopterygii,cyprinodontiformes,poeciliidae,cnesterodon,3,3,1,0
66303,vertebrate,1,0,1,2261, Cobitis bilineata,eukaryota,animalia,chordata,actinopterygii,cypriniformes,cobitidae,cobitis,1,4,0,0
134592,vertebrate,1,0,1,1129, Cobitis calderoni,eukaryota,animalia,chordata,actinopterygii,cypriniformes,cobitidae,cobitis,1,4,0,0
166482,vertebrate,1,0,1,1130, Cobitis elongatoides,eukaryota,animalia,chordata,actinopterygii,cypriniformes,cobitidae,cobitis,1,4,2,0
143401,vertebrate,1,0,1,3197, Cobitis sinensis,eukaryota,animalia,chordata,actinopterygii,cypriniformes,cobitidae,cobitis,3,3,1,1
149980,vertebrate,1,0,1,2012, Cobitis striata,eukaryota,animalia,chordata,actinopterygii,cypriniformes,cobitidae,cobitis,3,3,1,0
229281,vertebrate,1,0,1,1704, Cobitis strumicae,eukaryota,animalia,chordata,actinopterygii,cypriniformes,cobitidae,cobitis,1,4,0,0
134597,vertebrate,1,0,1,1404, Cobitis vardarensis,eukaryota,animalia,chordata,actinopterygii,cypriniformes,cobitidae,cobitis,1,4,2,0
33604,vertebrate,1,0,1,1054, Coccyzus erythropthalmus,eukaryota,animalia,chordata,aves,cuculiformes,cuculidae,coccyzus,4,0,0,1
115425,invertebrate,0,0,1,2481, Cochliomyia hominivorax,eukaryota,animalia,arthropoda,insecta,diptera,calliphoridae,cochliomyia,2,1,2,0
187002,mammal,1,1,1,1018, Coelops frithi,,animalia,chordata,mammalia,chiroptera,hipposideridae,coelops,4,0,0,1
87177,vertebrate,1,0,1,14246, Coereba flaveola,eukaryota,animalia,chordata,aves,passeriformes,thraupidae,coereba,4,4,0,0
365059,vertebrate,1,0,1,2271, Coilia nasus,eukaryota,animalia,chordata,actinopterygii,clupeiformes,engraulidae,coilia,1,4,0,0
52435,vertebrate,1,0,1,2344, Coleonyx variegatus,eukaryota,animalia,chordata,reptilia,squamata,eublepharidae,coleonyx,1,0,0,1
57412,vertebrate,1,0,1,1946, Colius striatus,eukaryota,animalia,chordata,aves,coliiformes,coliidae,colius,4,0,0,1
207703,vertebrate,1,0,1,3782, Collocalia esculenta cyanoptila,eukaryota,animalia,chordata,aves,apodiformes,apodidae,collocalia,4,3,0,1
33548,primate,1,1,1,3176, Colobus guereza,eukaryota,animalia,chordata,mammalia,primates,cercopithecidae,colobus,1,0,0,1
129043,vertebrate,1,0,1,1784, Cololabis saira,eukaryota,animalia,chordata,actinopterygii,beloniformes,scomberesocidae,cololabis,1,3,1,0
242718,invertebrate,0,0,1,4004, Colpophyllia natans,eukaryota,animalia,cnidaria,anthozoa,scleractinia,faviidae,colpophyllia,0,2,1,2
115591,vertebrate,1,0,1,1396, Columba leucocephala,,animalia,chordata,aves,columbiformes,columbidae,patagioenas,4,0,0,1
111974,vertebrate,1,0,1,6020, Columbina passerina,eukaryota,animalia,chordata,aves,columbiformes,columbidae,columbina,4,4,0,0
143302,mammal,1,1,1,1140, Condylura cristata,eukaryota,animalia,chordata,mammalia,eulipotyphla,talpidae,condylura,1,0,0,1
7943,vertebrate,1,0,1,1786, Conger myriaster,eukaryota,animalia,chordata,actinopterygii,anguilliformes,congridae,conger,1,3,0,0
182930,vertebrate,1,0,1,1012, Conirostrum bicolor,eukaryota,animalia,chordata,aves,passeriformes,thraupidae,conirostrum,4,3,0,0
182923,vertebrate,1,0,1,1012, Conirostrum sitticolor,eukaryota,animalia,chordata,aves,passeriformes,thraupidae,conirostrum,4,4,0,0
183521,vertebrate,1,0,1,1690, Contopus cooperi,eukaryota,animalia,chordata,aves,passeriformes,tyrannidae,contopus,4,3,0,1
200366,vertebrate,1,0,1,1987, Contopus latirostris,eukaryota,animalia,chordata,aves,passeriformes,tyrannidae,contopus,4,4,0,0
183523,vertebrate,1,0,1,1690, Contopus sordidulus veliei,eukaryota,animalia,chordata,aves,passeriformes,tyrannidae,contopus,4,3,0,1
183524,vertebrate,1,0,1,1690, Contopus virens,eukaryota,animalia,chordata,aves,passeriformes,tyrannidae,contopus,4,3,0,0
6494,invertebrate,0,0,1,3754, Conus textile,eukaryota,animalia,mollusca,gastropoda,neogastropoda,conidae,conus,0,2,1,2
27828,invertebrate,0,0,1,1553, Cooperia oncophora,eukaryota,animalia,nematoda,chromadorea,rhabditida,trichostrongylidae,cooperia,2,1,2,0
81902,vertebrate,1,0,1,1054, Coracias spatulata,eukaryota,animalia,chordata,aves,coraciiformes,coraciidae,coracias,4,0,0,1
126614,vertebrate,1,0,1,2294, Cordylus warreni,,animalia,chordata,reptilia,squamata,cordylidae,cordylus,3,3,0,1
334015,invertebrate,0,0,1,1086, Coreana raphaelis,eukaryota,animalia,arthropoda,insecta,lepidoptera,lycaenidae,coreana,2,1,2,0
59291,vertebrate,1,0,1,5131, Coregonus lavaretus,eukaryota,animalia,chordata,actinopterygii,salmoniformes,salmonidae,coregonus,3,2,1,2
354116,vertebrate,1,0,1,3487, Coreoleuciscus splendidus,eukaryota,animalia,chordata,actinopterygii,cypriniformes,cyprinidae,coreoleuciscus,1,3,0,0
85066,vertebrate,1,0,1,1190, Corvus brachyrhynchos,eukaryota,animalia,chordata,aves,passeriformes,corvidae,corvus,4,3,0,1
75140,vertebrate,1,0,1,3578, Corvus frugilegus,eukaryota,animalia,chordata,aves,passeriformes,corvidae,corvus,4,0,0,1
36249,vertebrate,1,0,1,14478, Corvus macrorhynchos,eukaryota,animalia,chordata,aves,passeriformes,corvidae,corvus,4,3,0,1
353277,vertebrate,1,0,1,1143, Corvus macrorhynchos colonorum,eukaryota,animalia,chordata,aves,passeriformes,corvidae,corvus,4,3,0,1
344225,vertebrate,1,0,1,1046, Corvus macrorhynchos japonensis,eukaryota,animalia,chordata,aves,passeriformes,corvidae,corvus,4,3,0,1
149983,vertebrate,1,0,1,2008, Corydoras rabauti,eukaryota,animalia,chordata,actinopterygii,siluriformes,callichthyidae,corydoras,1,0,0,1
34814,vertebrate,1,0,1,4536, Coryphaena hippurus,eukaryota,animalia,chordata,actinopterygii,perciformes,coryphaenidae,coryphaena,3,3,1,1
255380,vertebrate,1,0,1,1273, Corythopis torquata,,animalia,chordata,aves,passeriformes,tyrannidae,corythopis,1,0,0,1
137881,vertebrate,1,0,1,1839, Cottus reinii,eukaryota,animalia,chordata,actinopterygii,scorpaeniformes,cottidae,cottus,3,4,1,0
46218,vertebrate,1,0,1,3459, Coturnix chinensis,eukaryota,animalia,chordata,aves,galliformes,phasianidae,coturnix,4,0,0,1
93934,vertebrate,1,0,1,5990, Coturnix japonica,eukaryota,animalia,chordata,aves,galliformes,phasianidae,coturnix,4,0,0,1
175798,vertebrate,1,0,1,2473, Cranoglanis bouderius,eukaryota,animalia,chordata,actinopterygii,siluriformes,cranoglanididae,cranoglanis,1,3,0,1
29159,invertebrate,0,0,1,3557, Crassostrea gigas,,animalia,mollusca,bivalvia,ostreida,ostreidae,crassostrea,0,2,1,2
6565,invertebrate,0,0,1,3323, Crassostrea virginica,eukaryota,animalia,mollusca,bivalvia,ostreida,ostreidae,crassostrea,0,2,1,2
37441,rodent,1,1,1,1884, Cratogeomys castanops,eukaryota,animalia,chordata,mammalia,rodentia,geomyidae,cratogeomys,1,0,0,1
288025,rodent,1,1,1,5376, Cratogeomys fulvescens,eukaryota,animalia,chordata,mammalia,rodentia,geomyidae,cratogeomys,1,3,0,1
13458,rodent,1,1,1,1277, Cratogeomys fumosus,eukaryota,animalia,chordata,mammalia,rodentia,geomyidae,cratogeomys,1,0,0,1
278200,rodent,1,1,1,1520, Cratogeomys fumosus fumosus,eukaryota,animalia,chordata,mammalia,rodentia,geomyidae,cratogeomys,1,0,0,1
13461,rodent,1,1,1,2659, Cratogeomys gymnurus,eukaryota,animalia,chordata,mammalia,rodentia,geomyidae,cratogeomys,1,0,0,1
13462,rodent,1,1,1,8174, Cratogeomys merriami,eukaryota,animalia,chordata,mammalia,rodentia,geomyidae,cratogeomys,1,0,0,1
290846,rodent,1,1,1,8967, Cratogeomys perotensis,eukaryota,animalia,chordata,mammalia,rodentia,geomyidae,cratogeomys,1,3,0,1
278198,rodent,1,1,1,1140, Cratogeomys planiceps,eukaryota,animalia,chordata,mammalia,rodentia,geomyidae,cratogeomys,1,0,0,1
13463,rodent,1,1,1,4560, Cratogeomys tylorhinus,eukaryota,animalia,chordata,mammalia,rodentia,geomyidae,cratogeomys,1,0,0,1
